carat,cut,clarity,table,x,y,z,E,F,G,H,I,J,price
0.41,5,2,55.0,4.76,4.79,2.95,0,0,0,0,1,0,863
0.9,3,4,57.0,6.1,6.05,3.84,0,0,0,0,1,0,3484
0.9,2,6,59.4,6.04,6.08,3.88,0,0,1,0,0,0,3816
0.33,2,3,56.0,4.4,4.36,2.79,0,0,0,0,1,0,743
0.44,5,6,56.0,4.9,4.93,3.03,0,0,0,0,0,0,838
0.32,3,5,59.7,4.32,4.39,2.68,0,1,0,0,0,0,624
0.71,5,5,54.0,5.72,5.76,3.58,0,0,1,0,0,0,2762
0.52,5,5,56.0,5.16,5.18,3.19,0,1,0,0,0,0,1591
1.02,2,5,58.0,6.36,6.4,4.03,0,0,0,0,0,0,7539
0.55,5,3,54.0,5.29,5.27,3.29,0,1,0,0,0,0,2581
0.38,5,5,54.4,4.65,4.7,2.88,0,0,1,0,0,0,768
1.5,4,7,55.0,7.39,7.32,4.54,0,0,1,0,0,0,5460
1.0,2,7,58.0,6.28,6.15,3.96,0,0,0,1,0,0,3472
0.81,3,4,58.0,5.92,5.96,3.75,0,0,1,0,0,0,3507
1.24,4,4,58.0,7.16,7.02,4.11,0,1,0,0,0,0,9930
0.58,3,7,60.0,5.24,5.28,3.34,1,0,0,0,0,0,1265
0.75,5,4,54.0,5.86,5.84,3.65,0,0,0,0,0,0,3696
0.5,5,4,56.0,5.1,5.13,3.18,1,0,0,0,0,0,1619
0.4,5,6,57.0,4.74,4.7,2.89,1,0,0,0,0,0,945
0.59,5,6,56.0,5.38,5.44,3.31,1,0,0,0,0,0,1790
0.32,5,5,56.0,4.37,4.43,2.75,0,1,0,0,0,0,645
0.38,5,3,56.0,4.61,4.64,2.9,0,1,0,0,0,0,1033
0.34,5,6,55.5,4.49,4.54,2.79,0,0,1,0,0,0,531
0.7,5,7,56.0,5.78,5.81,3.5,0,0,0,0,0,0,2551
0.4,3,6,61.0,4.79,4.84,2.87,0,1,0,0,0,0,927
0.53,5,4,56.0,5.17,5.2,3.21,0,0,1,0,0,0,1721
0.7,4,7,60.0,5.78,5.68,3.53,0,1,0,0,0,0,1597
0.3,2,6,55.0,4.25,4.28,2.72,1,0,0,0,0,0,526
0.54,5,5,54.0,5.22,5.27,3.25,0,0,0,1,0,0,1378
0.72,2,6,62.0,5.7,5.63,3.62,0,1,0,0,0,0,2188
0.31,5,4,57.0,4.37,4.34,2.71,0,0,0,1,0,0,698
2.15,5,7,59.0,8.34,8.41,5.05,0,0,0,1,0,0,16146
0.53,5,5,56.0,5.16,5.19,3.22,0,0,0,0,0,0,1857
0.5,1,5,55.0,4.98,4.94,3.29,1,0,0,0,0,0,1397
0.3,3,5,60.0,4.29,4.25,2.64,0,0,1,0,0,0,505
0.31,4,5,60.0,4.32,4.39,2.67,1,0,0,0,0,0,680
1.04,5,5,57.0,6.49,6.5,4.03,0,0,1,0,0,0,6342
0.33,4,6,58.0,4.43,4.39,2.77,0,0,0,0,1,0,572
1.0,3,6,58.0,6.34,6.2,3.95,1,0,0,0,0,0,4435
0.9,2,6,65.0,6.31,6.18,3.8,1,0,0,0,0,0,3625
0.7,3,5,55.0,5.63,5.67,3.55,0,0,0,0,1,0,1867
0.71,4,5,58.0,5.67,5.7,3.56,0,1,0,0,0,0,2853
0.83,5,7,59.0,6.05,6.1,3.71,0,0,0,1,0,0,2666
0.78,3,6,58.0,5.85,5.88,3.7,0,0,0,1,0,0,2600
0.91,4,7,58.0,6.22,6.29,3.86,0,1,0,0,0,0,3609
0.43,5,1,54.0,4.84,4.87,3.03,0,0,1,0,0,0,1318
0.33,5,2,56.0,4.45,4.47,2.75,0,0,1,0,0,0,868
1.01,3,1,55.0,6.36,6.28,4.0,0,0,0,0,0,0,12581
0.3,5,6,57.0,4.27,4.31,2.67,0,0,0,1,0,0,450
0.51,5,4,56.0,5.14,5.1,3.17,0,0,1,0,0,0,1781
1.02,4,7,60.0,6.36,6.43,4.0,0,1,0,0,0,0,4459
0.33,5,5,56.0,4.45,4.48,2.76,0,0,0,0,0,0,781
1.24,4,5,57.0,6.83,6.79,4.28,0,0,0,1,0,0,5305
0.9,3,6,54.0,6.1,6.17,3.88,1,0,0,0,0,0,4382
1.2,3,6,59.0,6.73,6.79,4.22,0,0,0,0,1,0,5816
1.07,4,7,59.0,6.53,6.57,4.05,0,1,0,0,0,0,4560
0.55,3,5,56.1,5.29,5.31,3.27,0,1,0,0,0,0,1777
1.12,5,7,57.0,6.66,6.6,4.04,1,0,0,0,0,0,3864
1.21,3,3,56.0,6.88,6.92,4.17,0,0,1,0,0,0,9484
1.5,2,8,61.0,7.22,7.1,4.57,0,0,0,0,1,0,3696
0.72,2,7,58.0,5.98,5.91,3.44,0,0,0,1,0,0,2056
1.05,2,6,62.0,6.68,6.73,3.88,0,1,0,0,0,0,4729
0.7,4,6,59.0,5.67,5.62,3.55,0,1,0,0,0,0,2423
0.34,5,3,56.0,4.5,4.52,2.76,0,0,0,0,0,0,885
0.33,5,2,56.0,4.45,4.48,2.73,0,1,0,0,0,0,893
0.36,5,6,57.0,4.59,4.63,2.82,0,0,0,0,0,0,663
1.02,4,4,59.0,6.41,6.39,3.97,0,1,0,0,0,0,7485
1.58,5,7,57.0,7.42,7.34,4.6,0,0,0,0,1,0,6441
0.34,5,4,55.0,4.52,4.56,2.77,1,0,0,0,0,0,875
0.41,5,3,56.0,4.81,4.84,2.94,0,0,1,0,0,0,960
0.58,5,4,54.0,5.33,5.37,3.31,0,1,0,0,0,0,1772
1.06,2,7,61.0,6.47,6.53,4.04,0,1,0,0,0,0,4357
0.91,4,5,61.0,6.18,6.16,3.85,0,0,0,0,1,0,3376
0.24,3,2,59.0,4.04,4.1,2.41,0,0,0,0,0,0,478
0.4,5,5,59.0,4.77,4.71,2.95,0,1,0,0,0,0,1059
2.0,2,6,61.0,8.14,8.18,4.82,0,0,1,0,0,0,17930
1.2,5,4,55.0,6.79,6.75,4.25,0,0,0,0,1,0,6774
0.35,4,6,60.0,4.58,4.53,2.72,1,0,0,0,0,0,788
0.23,3,3,59.0,3.97,3.99,2.42,0,1,0,0,0,0,472
0.57,4,5,58.0,5.44,5.4,3.27,0,1,0,0,0,0,1847
0.4,3,6,55.0,4.72,4.67,2.98,0,0,0,0,0,0,924
1.02,3,7,59.0,6.43,6.37,4.04,0,0,0,1,0,0,4284
0.42,4,4,59.0,4.9,4.86,2.9,0,0,1,0,0,0,984
1.04,5,6,56.0,6.54,6.47,4.04,0,1,0,0,0,0,4426
0.51,4,6,59.0,5.17,5.13,3.12,0,0,0,1,0,0,1116
0.23,5,2,55.0,3.94,3.95,2.46,0,1,0,0,0,0,505
0.5,1,6,59.0,4.99,4.97,3.24,0,0,1,0,0,0,1050
0.54,5,4,56.0,5.3,5.27,3.24,0,0,0,0,0,0,2378
0.9,2,7,62.0,6.2,6.23,3.7,0,0,0,0,0,0,3798
0.7,3,4,55.0,5.65,5.67,3.52,1,0,0,0,0,0,3154
1.57,5,4,55.0,7.53,7.47,4.64,0,0,1,0,0,0,13462
1.07,5,6,57.0,6.59,6.52,4.07,0,0,1,0,0,0,5232
1.0,2,2,59.0,6.29,6.34,4.01,0,0,0,0,0,1,4633
0.91,4,6,59.0,6.25,6.18,3.82,0,0,0,0,0,0,4165
0.37,5,5,55.0,4.61,4.73,2.88,0,1,0,0,0,0,759
0.3,4,2,59.0,4.31,4.25,2.67,0,0,1,0,0,0,905
0.3,5,1,57.0,4.29,4.31,2.67,0,1,0,0,0,0,886
1.52,5,7,57.0,7.39,7.36,4.52,0,0,1,0,0,0,8852
0.54,5,7,58.0,5.24,5.27,3.22,0,0,0,0,0,1,978
1.11,4,5,58.0,6.7,6.64,4.13,0,1,0,0,0,0,7371
0.71,4,4,57.0,5.72,5.67,3.58,0,0,0,1,0,0,2572
0.26,3,2,57.0,4.06,4.1,2.52,0,0,1,0,0,0,545
1.16,5,7,59.0,6.72,6.78,4.11,0,0,0,1,0,0,5388
1.04,5,7,57.0,6.48,6.45,4.05,0,1,0,0,0,0,4630
0.38,5,4,54.0,4.67,4.71,2.9,0,0,0,0,0,0,983
1.06,5,5,57.0,6.56,6.58,4.03,0,0,1,0,0,0,6809
1.15,3,7,58.0,6.64,6.68,4.21,0,0,0,1,0,0,4767
1.57,4,4,59.0,7.44,7.47,4.57,0,0,0,0,0,1,8595
0.5,4,5,58.0,5.12,5.09,3.12,0,0,0,0,0,0,1845
0.72,3,5,57.0,5.75,5.79,3.54,0,0,0,1,0,0,2462
0.3,5,3,56.0,4.33,4.35,2.67,0,0,0,1,0,0,605
2.0,4,7,59.0,8.09,8.2,5.02,0,0,0,0,0,0,17674
0.23,3,2,61.0,3.94,3.99,2.43,0,0,0,0,0,0,492
1.09,3,7,59.0,6.61,6.75,4.07,1,0,0,0,0,0,5035
0.4,5,4,57.0,4.73,4.74,2.93,0,0,0,0,1,0,736
0.71,4,6,61.0,5.68,5.63,3.53,0,0,0,0,0,1,1690
1.11,4,6,59.0,6.69,6.64,4.1,0,0,0,1,0,0,5315
1.02,4,4,55.0,6.43,6.37,4.01,0,1,0,0,0,0,7677
0.5,4,6,61.0,5.12,5.09,3.1,1,0,0,0,0,0,1415
0.72,5,5,55.0,5.78,5.83,3.56,0,1,0,0,0,0,3495
0.32,4,4,58.0,4.4,4.38,2.75,0,0,0,0,1,0,648
1.52,5,4,56.0,7.39,7.43,4.53,0,0,1,0,0,0,14787
2.0,1,7,55.0,7.9,7.67,5.35,0,0,0,1,0,0,9549
0.7,5,6,57.0,5.75,5.79,3.49,0,0,0,0,1,0,2623
0.53,5,5,55.0,5.17,5.2,3.23,0,1,0,0,0,0,1566
0.23,5,3,57.0,3.96,3.99,2.44,0,1,0,0,0,0,538
0.31,4,4,60.0,4.35,4.37,2.66,1,0,0,0,0,0,636
0.32,5,1,54.0,4.37,4.41,2.73,0,0,0,1,0,0,814
1.1,4,5,57.0,6.73,6.68,4.04,0,0,1,0,0,0,6032
0.54,3,5,56.0,5.29,5.32,3.22,1,0,0,0,0,0,1637
0.91,5,6,54.0,6.26,6.24,3.84,1,0,0,0,0,0,5252
0.9,3,6,58.0,6.12,6.1,3.86,1,0,0,0,0,0,4560
0.3,2,6,62.0,4.45,4.39,2.53,0,1,0,0,0,0,641
0.75,4,7,56.0,5.94,5.9,3.59,0,0,0,0,0,0,2415
1.55,5,5,55.0,7.45,7.48,4.6,0,0,1,0,0,0,13912
0.4,3,5,58.0,4.69,4.72,2.93,0,0,0,0,0,0,746
1.31,3,7,58.0,6.88,6.94,4.33,0,0,0,0,1,0,5916
1.57,4,7,56.0,7.59,7.5,4.5,0,0,0,0,0,1,6031
1.2,3,5,58.0,6.75,6.79,4.21,0,0,1,0,0,0,8124
1.53,5,3,57.0,7.32,7.37,4.57,0,0,0,1,0,0,13629
1.01,3,4,56.0,6.39,6.36,3.99,0,1,0,0,0,0,8081
2.11,4,7,60.0,8.2,8.27,5.0,0,0,0,0,0,1,12440
0.31,5,5,55.0,4.31,4.32,2.68,0,0,0,0,0,0,734
0.7,5,4,57.0,5.71,5.74,3.51,0,0,1,0,0,0,2839
0.93,2,6,54.0,6.15,6.09,3.9,0,0,0,0,0,1,2438
1.0,3,6,58.0,6.34,6.3,4.0,0,0,0,0,1,0,4200
2.22,5,5,56.0,8.45,8.36,5.15,0,0,0,0,1,0,18531
0.74,5,2,56.0,5.84,5.91,3.59,0,0,0,1,0,0,3804
1.23,5,3,56.0,6.89,6.84,4.24,0,1,0,0,0,0,11141
0.52,5,7,55.0,5.17,5.23,3.22,0,0,0,0,1,0,1125
0.57,4,7,59.0,5.34,5.31,3.29,0,1,0,0,0,0,1176
0.51,4,4,57.0,5.24,5.21,3.11,0,0,0,0,0,0,1873
0.54,5,6,54.0,5.27,5.35,3.26,0,0,1,0,0,0,1384
0.23,3,3,55.0,3.94,3.96,2.47,1,0,0,0,0,0,505
0.28,5,2,57.0,4.2,4.23,2.6,0,0,0,0,0,0,608
0.9,4,7,60.0,6.23,6.28,3.79,0,0,0,0,1,0,3001
2.09,4,7,60.0,8.28,8.19,5.02,0,0,0,1,0,0,10182
0.32,5,3,55.0,4.41,4.42,2.72,0,0,1,0,0,0,730
1.07,5,4,55.0,6.59,6.55,4.06,0,0,1,0,0,0,7198
1.0,3,6,60.0,6.45,6.49,3.89,1,0,0,0,0,0,5865
0.62,4,4,58.0,5.41,5.37,3.39,0,0,1,0,0,0,1770
0.9,2,5,54.0,6.13,6.15,3.91,1,0,0,0,0,0,4770
0.26,5,4,55.0,4.09,4.12,2.55,0,0,1,0,0,0,478
0.51,5,2,55.0,5.15,5.18,3.19,0,0,0,1,0,0,1776
0.61,5,7,57.0,5.55,5.53,3.32,0,0,0,0,0,0,1690
2.64,5,7,55.0,8.88,8.83,5.52,0,0,0,1,0,0,17407
0.35,5,7,56.0,4.56,4.59,2.8,0,0,1,0,0,0,517
1.01,2,6,60.0,6.28,6.32,4.01,0,0,1,0,0,0,5021
2.01,4,6,59.0,8.18,8.12,4.91,0,0,0,0,1,0,17474
0.24,5,2,57.0,4.02,4.07,2.44,1,0,0,0,0,0,678
1.21,5,5,57.0,6.87,6.82,4.19,0,1,0,0,0,0,8452
0.32,3,4,55.0,4.4,4.42,2.78,0,0,0,1,0,0,561
1.53,4,4,59.0,7.58,7.51,4.48,0,0,0,1,0,0,11127
0.53,3,3,55.0,5.18,5.22,3.23,1,0,0,0,0,0,2280
0.35,4,6,58.0,4.52,4.55,2.76,0,0,0,0,0,0,644
0.32,3,1,55.0,4.43,4.46,2.73,1,0,0,0,0,0,1018
0.41,3,6,56.0,4.73,4.69,2.97,0,1,0,0,0,0,878
0.9,4,6,61.0,6.16,6.12,3.72,0,0,1,0,0,0,3407
1.0,4,5,57.0,6.43,6.39,3.98,0,0,1,0,0,0,5806
0.7,2,7,57.0,5.58,5.55,3.55,0,0,0,1,0,0,1856
0.9,3,6,54.0,6.17,6.14,3.9,0,0,0,0,0,1,2834
0.33,4,4,58.0,4.43,4.46,2.75,0,0,1,0,0,0,666
0.35,5,6,55.0,4.59,4.56,2.78,0,0,0,0,0,0,827
0.33,5,5,57.0,4.48,4.45,2.74,0,1,0,0,0,0,854
1.01,5,7,55.0,6.45,6.38,3.97,0,0,0,0,1,0,3733
1.12,3,7,58.0,6.65,6.69,4.08,0,0,1,0,0,0,5504
0.3,4,4,59.0,4.28,4.31,2.67,0,0,1,0,0,0,605
0.34,5,7,55.0,4.5,4.52,2.77,1,0,0,0,0,0,454
0.51,4,3,58.0,5.18,5.13,3.18,0,0,1,0,0,0,1974
1.27,4,4,59.0,6.92,6.88,4.32,0,0,0,0,0,1,5618
0.51,5,6,55.0,5.18,5.15,3.18,1,0,0,0,0,0,1649
0.3,5,5,56.0,4.31,4.36,2.67,0,0,0,0,0,0,670
0.34,3,5,58.2,4.49,4.51,2.77,0,1,0,0,0,0,730
0.59,5,2,57.0,5.4,5.46,3.34,0,0,1,0,0,0,2166
0.73,5,1,55.0,5.77,5.79,3.6,0,0,0,1,0,0,3785
1.11,4,7,58.0,6.65,6.61,4.13,0,0,1,0,0,0,4755
1.2,3,7,59.0,6.81,6.86,4.22,0,0,1,0,0,0,5518
0.32,5,5,56.0,4.41,4.37,2.69,0,0,0,0,0,0,972
1.2,5,5,56.0,6.88,6.79,4.2,0,0,0,0,0,0,9935
0.36,5,1,55.0,4.58,4.62,2.84,0,1,0,0,0,0,1210
0.73,1,3,59.0,5.99,5.95,3.43,1,0,0,0,0,0,3813
0.42,5,3,57.0,4.8,4.77,2.97,0,0,1,0,0,0,1103
0.4,4,2,59.0,4.74,4.76,2.86,0,1,0,0,0,0,1263
0.55,5,4,56.0,5.24,5.27,3.26,1,0,0,0,0,0,2001
0.3,5,5,57.0,4.26,4.29,2.65,1,0,0,0,0,0,603
1.52,4,4,59.0,7.34,7.36,4.56,0,0,0,0,0,1,8110
0.72,5,7,57.0,5.72,5.76,3.56,0,1,0,0,0,0,2359
1.21,3,5,58.0,6.85,6.92,4.14,0,1,0,0,0,0,10283
0.7,4,5,61.0,5.66,5.62,3.54,1,0,0,0,0,0,2737
1.03,5,3,57.0,6.48,6.51,4.0,0,0,1,0,0,0,7876
1.31,5,4,56.0,7.05,7.01,4.37,0,0,1,0,0,0,10071
0.32,4,6,58.0,4.37,4.34,2.73,0,0,0,0,1,0,554
1.82,3,4,56.0,7.83,7.96,4.91,0,0,0,0,0,1,10090
0.51,2,6,64.0,5.08,5.03,3.19,0,0,1,0,0,0,1107
0.5,5,4,57.0,5.01,5.03,3.15,1,0,0,0,0,0,1591
0.51,4,7,59.0,5.26,5.24,3.05,0,1,0,0,0,0,1052
1.01,2,5,57.0,6.11,6.22,4.13,0,0,0,0,0,0,6113
0.31,4,5,59.0,4.38,4.34,2.72,0,0,1,0,0,0,698
0.71,5,6,56.0,5.86,5.83,3.52,0,0,0,0,0,0,2822
1.71,4,5,58.0,7.74,7.54,4.7,0,0,0,0,1,0,9116
0.76,4,5,59.0,5.94,5.92,3.55,0,0,0,0,0,1,2052
1.1,5,6,55.0,6.65,6.68,4.1,0,0,0,0,0,1,4390
1.05,3,5,58.0,6.47,6.42,4.07,0,0,0,0,1,0,4612
0.76,5,6,55.0,5.87,5.91,3.61,1,0,0,0,0,0,3584
0.31,3,5,62.0,4.4,4.41,2.59,0,0,1,0,0,0,471
0.3,5,6,57.0,4.32,4.29,2.69,0,0,0,0,0,0,709
1.04,3,5,58.0,6.5,6.6,3.99,0,0,0,1,0,0,5447
0.54,5,7,59.0,5.24,5.29,3.18,0,0,1,0,0,0,1153
1.04,5,7,56.0,6.57,6.52,4.04,0,0,1,0,0,0,4455
0.41,5,3,56.0,4.78,4.82,2.94,0,1,0,0,0,0,1323
0.7,5,4,56.0,5.73,5.68,3.55,0,1,0,0,0,0,2792
0.41,4,6,58.0,4.76,4.8,2.93,0,0,1,0,0,0,719
0.31,5,6,56.0,4.36,4.39,2.68,0,0,0,1,0,0,464
0.39,5,5,53.9,4.66,4.69,2.9,0,0,1,0,0,0,787
2.05,2,7,61.0,7.99,8.03,5.1,0,0,1,0,0,0,16148
0.73,3,5,61.0,5.84,5.88,3.46,0,0,0,0,1,0,2329
0.43,5,2,57.0,4.84,4.81,2.99,0,1,0,0,0,0,1422
0.3,5,3,58.0,4.28,4.32,2.66,1,0,0,0,0,0,766
0.33,5,2,58.0,4.36,4.4,2.74,1,0,0,0,0,0,852
2.02,4,7,60.0,8.05,8.01,5.05,0,0,0,0,1,0,13991
0.42,5,6,57.0,4.81,4.83,2.99,0,1,0,0,0,0,773
0.41,3,4,56.0,4.7,4.76,3.0,0,0,0,0,0,0,991
0.5,3,5,58.0,5.15,5.19,3.12,0,0,1,0,0,0,1354
0.74,5,4,55.0,5.86,5.88,3.58,0,0,0,1,0,0,3254
0.9,3,5,56.0,6.14,6.04,3.84,0,0,1,0,0,0,4309
0.31,5,1,57.0,4.31,4.34,2.71,0,0,1,0,0,0,924
0.72,3,5,55.0,5.7,5.74,3.62,0,0,0,0,1,0,2337
0.7,1,7,53.0,5.58,5.63,3.62,1,0,0,0,0,0,2092
1.29,3,8,61.0,7.11,7.15,4.15,0,1,0,0,0,0,3774
0.42,3,6,56.0,4.82,4.79,3.03,0,1,0,0,0,0,926
0.51,3,4,58.0,5.05,5.1,3.19,0,0,1,0,0,0,1656
1.28,3,3,56.0,7.12,7.16,4.25,0,0,1,0,0,0,11478
0.39,5,6,55.0,4.7,4.74,2.9,0,0,1,0,0,0,919
0.31,2,2,59.0,4.4,4.42,2.6,1,0,0,0,0,0,826
0.45,5,2,55.0,4.92,4.95,3.05,0,1,0,0,0,0,1833
0.36,4,5,59.0,4.68,4.6,2.75,1,0,0,0,0,0,1013
0.51,5,2,57.0,5.12,5.15,3.16,0,0,0,1,0,0,1837
0.32,5,2,56.0,4.42,4.4,2.72,0,1,0,0,0,0,990
0.54,5,3,56.0,5.23,5.27,3.25,0,0,1,0,0,0,1920
1.12,5,7,55.0,6.69,6.66,4.13,0,1,0,0,0,0,4140
0.52,5,2,55.0,5.15,5.18,3.2,0,0,1,0,0,0,2029
0.7,3,6,65.0,5.81,5.84,3.41,0,0,0,1,0,0,2475
0.36,5,5,55.0,4.61,4.57,2.85,0,0,0,1,0,0,729
2.2,4,7,60.0,8.44,8.36,5.08,0,0,1,0,0,0,15897
1.0,5,6,56.0,6.54,6.5,3.95,0,0,0,0,0,0,5880
0.37,5,4,55.0,4.66,4.68,2.85,0,0,1,0,0,0,810
0.28,3,3,53.0,4.18,4.21,2.62,0,0,1,0,0,0,522
0.31,5,4,57.0,4.35,4.32,2.69,0,0,0,0,0,0,877
1.02,2,6,55.0,6.37,6.4,4.08,0,0,0,1,0,0,4476
0.42,5,6,55.0,4.82,4.9,2.99,1,0,0,0,0,0,773
0.54,5,7,56.0,5.26,5.34,3.22,0,1,0,0,0,0,1235
0.41,5,6,55.0,4.73,4.77,2.97,1,0,0,0,0,0,755
0.25,3,3,57.0,4.0,4.06,2.54,1,0,0,0,0,0,575
0.34,4,3,58.0,4.53,4.55,2.73,0,0,0,0,0,0,984
0.84,2,8,64.0,6.05,6.03,3.67,0,1,0,0,0,0,1749
1.09,2,3,61.0,6.72,6.78,3.97,0,0,0,1,0,0,6651
0.53,5,1,54.0,5.22,5.25,3.24,0,1,0,0,0,0,2802
2.03,5,4,57.0,8.14,8.08,5.06,0,0,0,0,0,1,14579
1.03,5,4,56.0,6.46,6.43,4.06,0,0,1,0,0,0,6659
1.01,5,5,56.0,6.43,6.39,4.02,0,0,1,0,0,0,6108
0.34,4,5,58.0,4.51,4.56,2.73,0,0,1,0,0,0,596
1.64,5,3,56.0,7.59,7.6,4.69,0,0,1,0,0,0,17604
1.07,2,6,56.0,6.51,6.52,4.13,0,1,0,0,0,0,5561
0.51,4,5,59.0,5.16,5.12,3.14,0,0,0,0,0,0,1882
0.41,4,6,59.0,4.76,4.78,2.91,0,0,0,0,0,0,791
1.01,2,6,64.0,6.48,6.45,3.91,0,1,0,0,0,0,4989
1.01,5,7,57.0,6.37,6.41,3.99,0,0,0,0,1,0,4336
0.33,4,4,58.0,4.49,4.43,2.7,0,0,1,0,0,0,854
0.7,4,6,59.0,5.7,5.64,3.47,0,1,0,0,0,0,2239
0.43,3,1,58.0,4.8,4.84,3.02,0,0,1,0,0,0,1286
0.33,4,5,60.0,4.48,4.43,2.7,1,0,0,0,0,0,928
0.37,5,2,56.0,4.59,4.64,2.84,1,0,0,0,0,0,1103
0.43,3,5,56.0,4.84,4.87,3.02,0,0,1,0,0,0,852
0.4,5,6,56.0,4.77,4.78,2.9,1,0,0,0,0,0,772
0.78,5,7,55.0,5.99,6.0,3.63,0,1,0,0,0,0,2365
0.75,5,7,55.0,5.83,5.87,3.64,0,0,0,0,0,0,2757
0.7,3,5,55.0,5.63,5.71,3.51,0,0,1,0,0,0,2507
0.36,3,1,56.0,4.55,4.58,2.85,0,0,0,1,0,0,865
0.8,4,6,58.0,5.93,5.97,3.66,1,0,0,0,0,0,3356
0.52,4,6,60.0,5.16,5.15,3.17,0,1,0,0,0,0,1280
0.32,5,2,56.0,4.39,4.4,2.72,0,0,1,0,0,0,842
1.0,3,6,58.0,6.37,6.42,3.99,0,0,0,1,0,0,4574
0.31,5,3,56.0,4.37,4.39,2.68,0,1,0,0,0,0,761
0.71,5,6,57.0,5.79,5.73,3.52,0,0,1,0,0,0,2307
0.9,4,7,62.0,6.06,6.01,3.78,0,1,0,0,0,0,3210
0.35,5,1,57.0,4.6,4.64,2.78,0,0,1,0,0,0,959
0.39,4,4,57.0,4.68,4.62,2.9,0,0,1,0,0,0,1097
1.31,5,7,57.0,7.05,6.98,4.4,0,1,0,0,0,0,6676
0.9,1,7,59.0,6.09,5.99,3.91,0,0,0,0,0,0,3205
1.52,3,3,59.0,7.25,7.29,4.57,0,0,1,0,0,0,15265
1.0,1,3,55.0,6.2,6.17,4.14,0,0,1,0,0,0,4534
1.02,5,5,57.0,6.48,6.5,3.99,0,1,0,0,0,0,6306
1.01,2,6,59.0,6.24,6.21,3.99,0,0,0,0,1,0,3676
0.5,3,7,56.0,5.05,5.01,3.18,0,0,0,0,0,0,1243
2.06,5,7,57.0,8.1,8.06,5.01,0,0,0,1,0,0,11040
0.35,5,5,56.0,4.56,4.53,2.79,0,1,0,0,0,0,906
2.02,5,6,56.0,8.07,8.11,5.05,0,0,0,0,1,0,16128
0.55,5,6,58.0,5.28,5.23,3.27,1,0,0,0,0,0,1752
1.51,3,7,58.0,7.4,7.51,4.53,0,0,0,1,0,0,7723
1.01,2,8,65.0,6.28,6.21,3.84,1,0,0,0,0,0,3484
0.58,5,7,54.0,5.36,5.39,3.34,0,0,1,0,0,0,1213
2.02,5,7,57.0,8.11,8.18,5.07,0,0,0,0,0,1,12736
1.08,4,7,58.0,6.75,6.66,4.01,0,1,0,0,0,0,3931
0.52,3,4,54.0,5.22,5.29,3.19,1,0,0,0,0,0,1682
0.91,4,7,57.0,6.22,6.14,3.85,0,0,0,0,0,0,3781
0.7,3,6,59.0,5.63,5.67,3.54,1,0,0,0,0,0,2753
0.34,4,6,59.0,4.45,4.42,2.78,0,0,0,0,0,0,803
1.56,5,5,56.0,7.46,7.5,4.6,0,0,0,1,0,0,11531
0.28,5,3,56.0,4.22,4.26,2.61,0,0,0,1,0,0,514
1.13,5,5,57.0,6.65,6.68,4.18,0,0,1,0,0,0,6525
0.31,5,4,56.0,4.41,4.37,2.71,1,0,0,0,0,0,942
0.51,4,4,57.0,5.27,5.17,3.18,0,1,0,0,0,0,1836
1.0,3,5,59.0,6.34,6.38,3.95,1,0,0,0,0,0,6600
0.31,5,2,56.0,4.37,4.41,2.69,0,0,1,0,0,0,789
1.72,4,6,57.0,7.67,7.63,4.74,0,0,0,1,0,0,9266
0.31,5,3,56.0,4.34,4.38,2.72,0,0,0,0,0,0,766
0.27,3,5,57.0,4.12,4.16,2.61,1,0,0,0,0,0,470
0.34,5,6,57.0,4.51,4.48,2.75,0,0,0,0,0,0,803
0.91,3,3,59.0,6.1,6.06,3.86,0,0,0,0,1,0,3618
0.9,4,6,58.0,6.17,6.1,3.8,1,0,0,0,0,0,4209
1.5,4,7,56.0,7.38,7.33,4.61,1,0,0,0,0,0,8988
0.3,5,2,57.0,4.29,4.32,2.67,1,0,0,0,0,0,844
1.0,1,7,54.0,6.42,6.27,4.06,0,0,0,1,0,0,3164
0.9,3,7,62.0,6.02,6.0,3.81,1,0,0,0,0,0,3084
0.51,5,5,55.0,5.15,5.18,3.19,0,0,0,0,0,0,1787
1.52,5,2,55.0,7.32,7.37,4.58,0,0,0,0,1,0,11033
0.3,5,3,55.0,4.32,4.35,2.69,0,0,1,0,0,0,665
0.38,5,4,53.9,4.66,4.7,2.89,0,0,0,0,1,0,703
0.78,3,4,55.0,5.94,5.98,3.63,0,0,0,0,1,0,2694
1.17,4,4,59.0,6.77,6.72,4.16,0,0,0,0,0,0,10115
0.33,5,3,56.0,4.45,4.48,2.72,1,0,0,0,0,0,814
0.54,5,5,57.0,5.28,5.25,3.23,0,1,0,0,0,0,1572
0.32,5,3,54.0,4.41,4.37,2.75,0,0,0,0,1,0,720
0.76,5,4,54.0,5.86,5.89,3.59,0,0,0,0,0,0,3353
0.55,5,2,55.0,5.27,5.3,3.27,0,1,0,0,0,0,2380
0.51,4,6,59.0,5.15,5.13,3.15,1,0,0,0,0,0,1624
0.31,5,2,55.0,4.33,4.34,2.71,0,0,1,0,0,0,816
1.29,5,6,56.0,6.96,6.93,4.35,0,0,0,1,0,0,6424
0.38,5,6,55.0,4.64,4.67,2.89,1,0,0,0,0,0,660
0.31,2,2,56.0,4.3,4.33,2.75,0,0,0,1,0,0,612
0.72,4,7,55.0,5.79,5.76,3.56,0,0,1,0,0,0,2364
